ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary
IncompleteOperationError;io.netty.util.concurrent.ImmediateEventExecutor;void execute(java.lang.Runnable);violating CrySL rule for java.security.MessageDigest (on Object #1077d3542c8a02d3ffde57238f17f8d92731a62c0a3dbf5d7c35a286747279ad);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r4 = interfaceinvoke $r6.<java.util.Queue: java.lang.Object poll()>();false
IncompleteOperationError;io.netty.util.concurrent.ImmediateEventExecutor;void execute(java.lang.Runnable);violating CrySL rule for java.security.MessageDigest (on Object #1077d3542c8a02d3ffde57238f17f8d92731a62c0a3dbf5d7c35a286747279ad);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r4 = interfaceinvoke $r6.<java.util.Queue: java.lang.Object poll()>();false
IncompleteOperationError;io.netty.util.concurrent.ImmediateEventExecutor;void execute(java.lang.Runnable);violating CrySL rule for java.security.MessageDigest (on Object #653718ec29faf0aab40da6c9af845da1c630d4187fe2dbebec3d6fe310d581aa);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r4 = interfaceinvoke $r6.<java.util.Queue: java.lang.Object poll()>();false
IncompleteOperationError;io.netty.util.concurrent.ImmediateEventExecutor;void execute(java.lang.Runnable);violating CrySL rule for java.security.MessageDigest (on Object #653718ec29faf0aab40da6c9af845da1c630d4187fe2dbebec3d6fe310d581aa);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r4 = interfaceinvoke $r6.<java.util.Queue: java.lang.Object poll()>();false
IncompleteOperationError;io.netty.util.concurrent.ImmediateEventExecutor;void execute(java.lang.Runnable);violating CrySL rule for java.security.MessageDigest (on Object #e59886e8fd223b52cc4040c2f2391f2b60512b43a84c8030349d64e9d0aeb5ab);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r4 = interfaceinvoke $r6.<java.util.Queue: java.lang.Object poll()>();false
IncompleteOperationError;io.netty.util.concurrent.ImmediateEventExecutor;void execute(java.lang.Runnable);violating CrySL rule for java.security.MessageDigest (on Object #e59886e8fd223b52cc4040c2f2391f2b60512b43a84c8030349d64e9d0aeb5ab);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r4 = interfaceinvoke $r6.<java.util.Queue: java.lang.Object poll()>();false
IncompleteOperationError;io.netty.util.internal.InternalThreadLocalMap;boolean setIndexedVariable(int,java.lang.Object);violating CrySL rule for java.security.MessageDigest (on Object #1077d3542c8a02d3ffde57238f17f8d92731a62c0a3dbf5d7c35a286747279ad);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r2 = r0.<io.netty.util.internal.InternalThreadLocalMap: java.lang.Object[] indexedVariables>;false
IncompleteOperationError;io.netty.util.internal.InternalThreadLocalMap;boolean setIndexedVariable(int,java.lang.Object);violating CrySL rule for java.security.MessageDigest (on Object #653718ec29faf0aab40da6c9af845da1c630d4187fe2dbebec3d6fe310d581aa);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r2 = r0.<io.netty.util.internal.InternalThreadLocalMap: java.lang.Object[] indexedVariables>;false
IncompleteOperationError;io.netty.util.internal.InternalThreadLocalMap;boolean setIndexedVariable(int,java.lang.Object);violating CrySL rule for java.security.MessageDigest (on Object #e59886e8fd223b52cc4040c2f2391f2b60512b43a84c8030349d64e9d0aeb5ab);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r2 = r0.<io.netty.util.internal.InternalThreadLocalMap: java.lang.Object[] indexedVariables>;false
ConstraintError;io.netty.handler.codec.http.websocketx.WebSocketUtil$1;java.security.MessageDigest initialValue();violating CrySL rule for java.security.MessageDigest (on Object #653718ec29faf0aab40da6c9af845da1c630d4187fe2dbebec3d6fe310d581aa);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r1 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer47801);false
IncompleteOperationError;io.netty.handler.ssl.JdkSslEngine;void setEnabledCipherSuites(java.lang.String[]);violating CrySL rule for javax.net.ssl.SSLEngine (on Object #b257e9833cfed48894dcc7e4196e496d46be6bf84436c83e890144d4cf7619d9);Operation on object of type javax.net.ssl.SSLEngine object not completed. Expected call to setEnabledProtocols;virtualinvoke $r2.<javax.net.ssl.SSLEngine: void setEnabledCipherSuites(java.lang.String[])>($r1);false
RequiredPredicateError;io.ktor.sessions.SessionTransportTransformerMessageAuthentication;java.lang.String mac(java.lang.String);violating CrySL rule for javax.crypto.Mac ;First parameter was not properly generated as generated Key;virtualinvoke $r3.<javax.crypto.Mac: void init(java.security.Key)>($r5);false
RequiredPredicateError;io.netty.handler.ssl.OpenSslX509TrustManagerWrapper$UnsafeTrustManagerWrapper;javax.net.ssl.X509TrustManager wrapIfNeeded(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer47771, $r9, varReplacer47771);false
RequiredPredicateError;io.netty.handler.ssl.OpenSslX509TrustManagerWrapper$UnsafeTrustManagerWrapper;javax.net.ssl.X509TrustManager wrapIfNeeded(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer47771, $r9, varReplacer47771);false
