ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$r8 = virtualinvoke $r6.<java.security.MessageDigest: byte[] digest()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$r8 = virtualinvoke $r6.<java.security.MessageDigest: byte[] digest()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for java.security.Signature (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$r8 = virtualinvoke $r6.<java.security.MessageDigest: byte[] digest()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for java.security.Signature (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$r8 = virtualinvoke $r6.<java.security.MessageDigest: byte[] digest()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for javax.crypto.Cipher (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$i2 = virtualinvoke $r6.<java.security.MessageDigest: int getDigestLength()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for javax.crypto.Cipher (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$i2 = virtualinvoke $r6.<java.security.MessageDigest: int getDigestLength()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for javax.crypto.Cipher (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$r8 = virtualinvoke $r6.<java.security.MessageDigest: byte[] digest()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for javax.crypto.Cipher (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$r8 = virtualinvoke $r6.<java.security.MessageDigest: byte[] digest()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for javax.crypto.Mac (on Object #e0ddadc13f7bb0fe2b209042e6fb1e08b684a4132db178ec9b403eb5eee11587);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$i2 = virtualinvoke $r6.<java.security.MessageDigest: int getDigestLength()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for javax.crypto.Mac (on Object #6d763f9467be3d0d73fb479325f103273511edf0e140c0da470a5ccd80fd30b2);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$i2 = virtualinvoke $r6.<java.security.MessageDigest: int getDigestLength()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for javax.crypto.Mac (on Object #e0ddadc13f7bb0fe2b209042e6fb1e08b684a4132db178ec9b403eb5eee11587);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$r8 = virtualinvoke $r6.<java.security.MessageDigest: byte[] digest()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for javax.crypto.Mac (on Object #6d763f9467be3d0d73fb479325f103273511edf0e140c0da470a5ccd80fd30b2);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$r8 = virtualinvoke $r6.<java.security.MessageDigest: byte[] digest()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$i2 = virtualinvoke $r6.<java.security.MessageDigest: int getDigestLength()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$i2 = virtualinvoke $r6.<java.security.MessageDigest: int getDigestLength()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$i2 = virtualinvoke $r6.<java.security.MessageDigest: int getDigestLength()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$i2 = virtualinvoke $r6.<java.security.MessageDigest: int getDigestLength()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for java.security.Signature (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$i2 = virtualinvoke $r6.<java.security.MessageDigest: int getDigestLength()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for java.security.Signature (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$i2 = virtualinvoke $r6.<java.security.MessageDigest: int getDigestLength()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);Operation on object of type java.security.MessageDigest object not completed. Expected call to update, java.security.MessageDigest: byte[] digest(byte[]);$r8 = virtualinvoke $r6.<java.security.MessageDigest: byte[] digest()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;byte[] mgf1(byte[],int,com.google.crypto.tink.subtle.Enums$HashType);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);Operation on object of type java.security.MessageDigest object not completed. Expected call to update, java.security.MessageDigest: byte[] digest(byte[]);$r8 = virtualinvoke $r6.<java.security.MessageDigest: byte[] digest()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$z0 = staticinvoke <androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17: boolean copyToFile(java.io.File,java.io.InputStream)>($r2, $r4);true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$z0 = staticinvoke <androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17: boolean copyToFile(java.io.File,java.io.InputStream)>($r2, $r4);true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for java.security.Signature (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$z0 = staticinvoke <androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17: boolean copyToFile(java.io.File,java.io.InputStream)>($r2, $r4);true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for java.security.Signature (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$z0 = staticinvoke <androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17: boolean copyToFile(java.io.File,java.io.InputStream)>($r2, $r4);true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for javax.crypto.Cipher (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$z0 = staticinvoke <androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17: boolean copyToFile(java.io.File,java.io.InputStream)>($r2, $r4);true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for javax.crypto.Cipher (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$z0 = staticinvoke <androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17: boolean copyToFile(java.io.File,java.io.InputStream)>($r2, $r4);true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for javax.crypto.Cipher (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;interfaceinvoke $r4.<java.io.Closeable: void close()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for javax.crypto.Cipher (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;interfaceinvoke $r4.<java.io.Closeable: void close()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;interfaceinvoke $r4.<java.io.Closeable: void close()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;interfaceinvoke $r4.<java.io.Closeable: void close()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for java.security.Signature (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;interfaceinvoke $r4.<java.io.Closeable: void close()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for java.security.Signature (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;interfaceinvoke $r4.<java.io.Closeable: void close()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$z0 = staticinvoke <androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17: boolean copyToFile(java.io.File,java.io.InputStream)>($r2, $r4);true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$z0 = staticinvoke <androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17: boolean copyToFile(java.io.File,java.io.InputStream)>($r2, $r4);true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;interfaceinvoke $r4.<java.io.Closeable: void close()>();true
IncompleteOperationError;androidx.appcompat.app.AppCompatDelegateImpl$ConfigurationImplApi17;boolean copyToFile(java.io.File,android.content.res.Resources,int);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;interfaceinvoke $r4.<java.io.Closeable: void close()>();true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] decryptDeterministically(byte[],byte[]);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$r9 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r7);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] decryptDeterministically(byte[],byte[]);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$r9 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r7);true
TypestateError;com.google.crypto.tink.subtle.AesSiv;byte[] decryptDeterministically(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r9 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r7);true
TypestateError;com.google.crypto.tink.subtle.AesSiv;byte[] decryptDeterministically(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r9 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r7);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] decryptDeterministically(byte[],byte[]);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r9 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r7);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] decryptDeterministically(byte[],byte[]);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r9 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r7);true
RequiredPredicateError;com.google.crypto.tink.subtle.AesSiv;byte[] decryptDeterministically(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r8.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r9, varReplacer20802);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] decryptDeterministically(byte[],byte[]);violating CrySL rule for java.security.Signature (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$r9 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r7);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] decryptDeterministically(byte[],byte[]);violating CrySL rule for java.security.Signature (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$r9 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r7);true
RequiredPredicateError;com.google.crypto.tink.subtle.AesSiv;byte[] decryptDeterministically(byte[],byte[]);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r10.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r7);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] decryptDeterministically(byte[],byte[]);violating CrySL rule for javax.crypto.Mac (on Object #e0ddadc13f7bb0fe2b209042e6fb1e08b684a4132db178ec9b403eb5eee11587);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$r9 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r7);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] decryptDeterministically(byte[],byte[]);violating CrySL rule for javax.crypto.Mac (on Object #6d763f9467be3d0d73fb479325f103273511edf0e140c0da470a5ccd80fd30b2);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$r9 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r7);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] encryptDeterministically(byte[],byte[]);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r1 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] encryptDeterministically(byte[],byte[]);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r1 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);true
RequiredPredicateError;com.google.crypto.tink.subtle.AesSiv;byte[] encryptDeterministically(byte[],byte[]);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r10.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r7);true
RequiredPredicateError;com.google.crypto.tink.subtle.AesSiv;byte[] encryptDeterministically(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r8.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r9, varReplacer20709);true
TypestateError;com.google.crypto.tink.subtle.AesSiv;byte[] encryptDeterministically(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r1 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);true
TypestateError;com.google.crypto.tink.subtle.AesSiv;byte[] encryptDeterministically(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r1 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] encryptDeterministically(byte[],byte[]);violating CrySL rule for java.security.Signature (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$r1 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] encryptDeterministically(byte[],byte[]);violating CrySL rule for java.security.Signature (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$r1 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] encryptDeterministically(byte[],byte[]);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$r1 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] encryptDeterministically(byte[],byte[]);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$r1 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);true
RequiredPredicateError;com.google.crypto.tink.subtle.AesSiv;byte[] encryptDeterministically(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r5.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer20710, $r8, $r10);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] encryptDeterministically(byte[],byte[]);violating CrySL rule for javax.crypto.Mac (on Object #e0ddadc13f7bb0fe2b209042e6fb1e08b684a4132db178ec9b403eb5eee11587);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$r1 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);true
IncompleteOperationError;com.google.crypto.tink.subtle.AesSiv;byte[] encryptDeterministically(byte[],byte[]);violating CrySL rule for javax.crypto.Mac (on Object #6d763f9467be3d0d73fb479325f103273511edf0e140c0da470a5ccd80fd30b2);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$r1 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);true
IncompleteOperationError;com.google.crypto.tink.subtle.RsaSsaPssSignJce;byte[] sign(byte[]);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r9 = virtualinvoke $r12.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);true
IncompleteOperationError;com.google.crypto.tink.subtle.RsaSsaPssSignJce;byte[] sign(byte[]);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r9 = virtualinvoke $r12.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);true
IncompleteOperationError;com.google.crypto.tink.subtle.RsaSsaPssSignJce;byte[] sign(byte[]);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$i2 = virtualinvoke $r8.<java.security.MessageDigest: int getDigestLength()>();true
IncompleteOperationError;com.google.crypto.tink.subtle.RsaSsaPssSignJce;byte[] sign(byte[]);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$i2 = virtualinvoke $r8.<java.security.MessageDigest: int getDigestLength()>();true
